believe,58,58
shoulder,16,32
sheets,7,21
point,20,80
glowed,6,30
criticized,4,24
students,3,21
meanwhile,6,48
fact,26,234
doomed,2,20
chess,1,11
benefits,1,12
welleresque,1,13
dexterity,1,14
lacked,1,15
sold,5,80
forgetful,2,34
swarthy,1,18
concatenation,1,19
misjudged,1,20
piccadilly,1,21
lends,1,22
attached,2,46
lieth,1,24
nice,120,120
state,40,80
stout,12,36
hides,1,4
fussing,4,20
chest,6,36
soupcon,1,7
fitting,4,32
grieves,1,9
tranquilly,1,10
wholly,2,22
committing,1,12
mollified,1,13
tedious,1,14
showers,1,15
madly,1,16
joked,1,17
teuton,1,18
iss,2,38
elegant,24,24
blaze,9,18
air,112,336
ist,3,12
whatever,19,95
chamber,1,6
chant,1,7
societies,2,16
jiffy,3,27
tableau,2,20
motive,2,22
ladyship,3,36
bustling,1,13
lennox,2,28
fortress,1,15
tag,1,16
parent,3,51
revolutions,1,18
incumbrances,1,19
rumors,1,20
grow,27,27
needlewoman,1,2
haunts,2,6
misdemeanors,2,8
scramble,2,10
longmeadow,2,12
paddling,2,14
number,8,64
circus,1,9
confidants,1,10
simplest,1,11
seizing,2,24
absurdity,1,13
burdened,3,42
ps,1,15
sauntered,1,16
precincts,2,34
estimation,1,18
weariness,2,38
presents,10,10
twilight,12,24
believed,15,45
house,133,532
megs,52,260
teeth,6,36
heavier,2,14
rate,7,56
dearest,18,162
perfume,2,20
coaxingly,1,11
claim,3,36
fetlock,3,39
web,1,14
frenchwoman,5,75
flustered,1,16
spick,1,17
portions,2,36
maker,2,38
rebuke,2,40
charge,3,63
caprices,1,22
jest,1,23
wiles,1,24
featherless,1,25
makes,36,36
cuddled,5,10
plumed,1,3
thirsty,1,4
verse,3,15
sting,1,6
bend,4,28
flap,3,24
workbasket,3,27
glided,3,30
gits,1,11
lisbon,1,12
abruptness,1,13
cousin,2,28
womanliest,1,15
dawned,1,16
sherwood,1,17
lucre,1,18
primitive,1,19
pledged,1,20
wed,4,4
happen,15,30
productions,1,3
wrath,5,20
deepest,3,15
rapped,2,12
romping,4,28
experiments,4,32
biscuits,1,9
pewmonia,1,10
sobered,1,11
quakeress,1,12
mantua,1,13
gad,1,14
defrauded,1,15
feasted,1,16
villain,9,9
remorse,5,10
biscuit,2,6
leads,2,8
literal,2,10
seriously,5,30
credit,10,70
proceeded,7,56
describe,9,81
wishing,13,130
mary,6,66
gust,2,24
experiment,14,182
bounden,1,14
pirate,2,30
cared,7,112
wring,2,34
reproached,2,36
royal,2,38
bonnie,3,60
nick,1,21
incidents,1,22
sympathetic,3,69
pathos,1,24
elastic,1,25
mode,2,52
alcibiades,1,27
philoprogenitiveness,1,28
again,160,160
live,38,76
gold,11,33
mothers,63,252
furnace,2,10
bigger,5,30
ring,26,182
blush,8,64
forgiven,8,72
river,29,290
weigh,2,22
building,2,24
strip,1,13
subdued,4,56
incoherently,1,15
dandies,2,32
freds,1,17
genial,2,36
traitorous,2,38
toiling,1,20
relationship,1,21
silesia,2,44
valiantly,1,23
flat,10,10
thrilling,9,18
company,30,90
shout,5,20
auburn,1,5
statues,2,12
simultaneous,1,7
height,2,16
boiled,4,36
slyly,3,30
teddys,3,33
oddest,1,12
rob,4,52
roast,1,14
molds,1,15
definition,1,16
discussed,1,17
unpardonable,2,36
unalterable,1,19
bough,2,40
sniff,6,6
four,57,114
pencils,4,12
pickle,4,16
ourselves,16,80
asia,1,6
spent,17,119
retainer,1,8
informs,2,18
salary,4,40
behavior,4,44
thankee,1,12
mutely,3,39
backed,2,28
sample,2,30
rampantly,2,32
wails,1,17
strand,1,18
scapegrace,1,19
timid,12,12
commanding,4,8
thanked,13,39
coal,3,12
davis,17,85
glories,4,24
nervously,3,21
tap,5,40
uttered,9,81
womanly,11,110
unaware,1,11
drinkables,1,12
passers,3,39
warnings,1,14
clawing,1,15
distributed,1,16
shine,6,102
result,3,54
eternal,1,19
unpacked,1,20
draperies,1,21
sternly,2,44
grumbled,2,2
spoke,72,144
shoes,9,27
isnt,102,408
life,143,715
truant,1,6
fate,12,84
lead,11,88
contrary,7,63
amount,5,50
mistress,11,121
adjourned,2,24
balloons,1,13
laertes,1,14
dined,1,15
observe,5,80
niece,2,34
objection),1,18
sinners,3,57
grayer,1,20
ingenuity,1,21
fortuitous,1,22
expose,1,23
pasting,1,24
a,4466,4466
find,119,238
tar,1,3
knew,125,500
human,20,100
effective,6,36
tragical,2,14
rumpled,3,24
maple,1,9
pardoned,1,10
truest,1,11
shade,5,60
dramatis,1,13
clumsy,3,42
mutton,2,30
pangs,1,16
travelled,1,17
emptying,1,18
manners,28,28
fine,85,170
anybody,9,27
popped,3,12
influences,2,10
fashionable,18,108
charmed,4,28
20,1,8
mirth,2,18
b,1,10
fishing,1,11
bearing,8,96
deuce,3,39
leaf,4,56
lingered,2,30
lengthened,1,16
announcing,1,17
sights,1,18
abstinence,1,19
arguments,1,20
mannling,1,21
deplorable,1,22
tusser,1,23
heels,10,10
burn,13,26
revels,1,3
spirit,63,252
portrait,2,10
enticements,1,6
granted,3,21
foes,1,8
russian,2,18
fume,2,20
c,3,33
acknowledgment,1,12
producing,5,65
loaded,3,42
strangely,1,15
disrespectful,2,32
cavalier,1,17
parish,1,18
degeneracy,1,19
stump,1,20
convulse,1,21
ferment,2,44
darting,1,23
devouring,1,24
wriggled,1,25
monaco,1,26
uncongenial,1,27
gymnast,1,28
rather,156,156
decided,37,74
slashed,1,3
thwart,1,4
whose,36,180
wrapping,2,12
jokes,4,28
sake,20,160
relation,3,27
travelling,1,10
economical,1,11
restrain,3,36
relenting,2,26
collared,1,14
revelations,1,15
aspirant,1,16
roi,1,17
champs,1,18
baths,1,19
rein,2,40
dignify,1,21
virtually,1,22
dusky,1,23
embitter,1,24
pitty,3,75
regretfully,2,2
smelling,2,4
jovial,3,9
cheering,4,16
separated,3,15
letting,7,42
vivacity,1,7
listen,16,128
ground,9,81
stove,7,70
fortnight,5,55
tidily,1,12
august,2,26
deliver,8,112
spurned,1,15
price,6,96
guessing,1,17
encourage,1,18
gnats,1,19
hose,2,40
$100,1,21
deciding,2,44
johnson,2,46
parker,3,72
patroness,1,25
stability,1,26
occupying,1,27
wraith,1,28
diaries,1,29
little,724,724
interest,38,76
curtain,14,42
pearl,5,20
trips,3,15
hopefully,6,36
amusements,2,14
proposition,1,8
earth,7,63
strings,4,40
rats,1,11
quicker,1,12
ensued,1,13
spicy,1,14
alps,2,30
centuries,1,16
savoy,1,17
constructed,1,18
desolation,1,19
coherent,1,20
use,55,55
housetop,1,2
fireplace,2,6
murmured,4,16
romantic,15,75
burr,4,24
coat,12,84
selfishnesses,1,8
merriment,10,90
disliked,3,30
recollection,3,33
page,14,168
divided,2,26
afresh,2,28
profusion,2,30
executed,1,16
teddie,1,17
beautify,1,18
paglioni,1,19
quality,1,20
believes,2,42
cross,32,32
idle,14,28
mishap,3,9
inkstand,4,16
older,13,65
conversations,5,30
minding,2,14
worried,14,112
beheld,4,36
leal,1,10
gadding,2,22
regretful,1,12
miser,1,13
engraved,1,14
prided,3,45
knock,3,48
i,3151,3151
stroking,6,12
silence,29,87
feelings,28,112
finish,16,80
drinks,2,12
rapturous,3,21
wave,5,40
nonsense,18,162
reprimands,1,10
heaven,11,121
childs,2,24
bent,17,221
battles,1,14
purposes,2,30
prefers,1,16
maidservants,1,17
merit,2,36
humoredly,1,19
banc),1,20
shells,2,42
organ,1,22
stabbed,1,23
orchard,4,96
yield,1,25
gas,1,26
hoffmann,1,27
toils,1,28
chosen,8,8
wet,15,30
cares,13,39
however,31,124
thoughts,27,135
question,20,120
courage,15,105
necklace,3,24
inspired,4,36
scorned,1,10
degenerate,1,11
costs,2,24
poodles,1,13
render,3,42
reproaches,1,15
pleasanting,1,16
lounge,2,34
taming,1,18
lean,3,57
costly,1,20
skirt,6,6
consisting,1,2
wipe,3,9
crooked,1,4
toss,4,20
stooping,4,24
patient,22,154
scott,14,112
tilting,1,9
coax,1,10
k,5,55
petulance,1,12
revolve,1,13
ad,1,14
needler,1,15
without,122,122
needles,5,10
homesickness,2,6
countries,1,4
leap,3,15
aside,6,36
willing,14,98
cunning,2,16
warning,8,72
suppertime,1,10
mask,3,33
l,2,24
freed,2,26
driven,3,42
slid,2,30
shelves,2,32
liquid,1,17
carpets,2,36
uneventful,2,38
rapid,2,40
accounted,2,42
spite,79,79
different,16,32
m,3,9
youd,66,264
lovers,23,115
walking,17,102
specimens,1,7
confiding,8,64
future,9,81
pell,3,30
delectable,1,11
objecting,1,12
exerted,2,26
minor,1,14
unspoiled,1,15
beneath,1,16
captivate,1,17
overrun,1,18
curling,2,2
neighbor,9,18
aristocratic,10,30
fascinated,2,8
reluctant,2,10
n,1,6
heaping,2,14
landed,1,8
tasks,4,36
pennies,1,10
interfered,1,11
raptures,1,12
tile,1,13
elysees,1,14
type,1,15
clenched,1,16
corso,1,17
demis,6,108
jealousy,1,19
hearthrug,1,20
pasteboard,1,1
pleasing,16,32
ladylike,4,12
lift,7,28
gay,28,140
confiscated,2,12
disgusting,1,7
o,3,24
ah,26,234
removing,1,10
tournament,1,11
thankful,1,12
ravages,1,13
long,217,217
knitting,7,14
faithfully,9,27
accept,14,56
dared,8,40
astounding,1,6
pretense,3,21
repining,1,8
ferns,6,54
embarrassing,1,10
p,4,44
chocolate,6,72
uncommon,3,39
wiping,2,28
jes,1,15
serving,2,32
massive,3,51
mission,5,90
lingerer,1,19
twirl,1,20
earlier,1,21
theyd,1,22
dashwoods,2,46
century,1,24
paler,1,25
sentimentality,1,26
dramatic,6,6
employed,4,8
shocked,2,6
annie,16,64
revengeful,1,5
caps,3,18
excuse,9,63
triumph,4,32
paws,1,9
crew,1,10
adorned,11,121
labors,4,48
yelped,1,13
jet,1,14
admirable,2,30
vessels,1,16
piques,2,34
barouche,1,18
openly,3,57
clusters,1,20
howled,1,21
petulant,1,22
trusts,1,23
expressly,1,24
readiest,1,25
barrier,1,26
bankrupt,1,27
agonies,1,1
disappeared,7,14
melting,1,3
row,19,76
whod,1,5
wrongs,5,30
repulsed,1,7
struggling,3,24
knowledge,5,45
master,10,100
merrily,3,33
excite,1,12
thicker,2,26
funds,1,14
excluded,1,15
responsible,1,16
meannesses,1,17
argued,1,18
jardin,1,19
thumb,1,20
gifest,1,21
hard,138,138
vanities,4,8
opera,6,18
s,3,12
excitedly,3,15
hoarded,1,6
delusion,8,56
heaved,2,16
threes,1,9
impartial,1,10
mental,3,33
masquerading,1,12
violence,1,13
piously,1,14
archway,2,30
overlook,1,16
illustrations,1,17
its,394,394
some,267,534
am,123,369
dawn,4,16
firin,1,5
fragment,1,6
operas,2,14
host,4,32
t,1,9
souls,12,120
telegraph,5,55
likely,4,48
odds,2,26
acknowledge,2,28
merino,2,30
plum,2,32
mass,3,51
approach,1,18
jew,1,19
diplomatically,1,20
suggestion,3,63
depart,2,44
chaos,1,23
forebodings,1,24
an,463,463
till,190,380
while,218,654
slipped,15,60
content,14,70
lonely,27,162
sometime,5,35
parting,7,56
shady,4,36
suds,1,10
tenderhearted,3,33
kennst,1,12
perwisin,1,13
bundled,3,3
welcome,27,54
thing,119,357
covered,24,96
wasted,7,35
hated,6,36
sleepy,6,42
quaint,6,48
chin,11,99
teacher,6,60
families,4,44
neath,1,12
honorary,1,13
inquisitive,3,42
frettin,1,15
sacrificing,1,16
testiness,1,17
doctored,1,18
aforesaid,2,38
ugliness,1,20
promiscuously,1,21
lobsters,1,22
tranquil,9,207
resugared,1,24
connection,1,25
dislikes,1,26
museum,2,54
follows,1,28
old,378,378
perhaps,36,72
worries,13,39
fortunately,5,20
robes,1,5
serve,8,48
imaginary,8,56
preferred,7,56
listless,4,36
redoubtable,1,10
attractive,10,110
purse,4,48
delightfully,10,130
rippling,1,14
unwise,1,15
well],1,16
biting,1,17
mis,3,54
discontent,2,38
arranging,2,40
riddles,1,21
paper),1,22
ruthlessly,1,23
relate,1,24
diffident,1,25
reread,2,52
mouf,1,27
sphere,2,56
banquo,1,1
pacing,2,4
bowing,2,6
cloudy,1,4
falls,4,20
bounced,4,24
perkins,1,7
discovered,24,192
slip,10,90
tipped,1,10
effigies,1,11
obedient,1,12
respeckful,1,13
scribble,2,28
cluck,1,15
dangling,1,16
inspirer,1,17
mit,1,18
devoted,26,26
glitter,2,4
acquainted,3,9
midgets,1,4
affliction,9,45
reproachful,7,42
efforts,20,140
viands,1,8
pranks,7,63
shrilly,1,10
passes,2,22
disposed,4,48
amiably,2,26
sleeves,1,14
questioned,1,15
clinging,4,64
irritating,1,17
centerpiece,1,18
solicitude,1,19
babyland,1,20
roadside,1,21
think,279,279
as,1968,3936
vocabilary,1,3
immediately,9,36
sad,36,180
finds,6,36
fright,7,49
solemn,8,64
sincerity,2,18
captive,3,30
rubbishy,1,11
tars,1,12
utmost,1,13
recited,1,14
hark,1,15
lamb,8,128
prominent,2,34
passer,1,18
controlled,1,19
at,1052,1052
your,470,940
whom,34,102
haste,6,24
against,39,195
instrument,6,36
sweetness,5,35
dotes,1,8
spits,1,9
barnville,1,10
decorated,2,22
butcher,1,12
wrung,4,52
attic,1,14
pretended,1,15
stocks,1,16
foreseen,1,17
tart,1,18
strolls,1,19
detachment,1,20
firelight,2,2
fruit,16,32
mix,1,3
victim,3,12
peoples,12,60
holiday,12,72
relieved,16,112
momentary,5,40
interesting,18,162
courtesy,1,10
return,22,242
withdrawing,2,24
sleeps,4,52
mixture,9,126
tartly,1,15
harm,12,192
bush,2,34
anyhow,1,18
idly,1,19
avoided,2,40
friedrich,7,147
au,1,22
rung,1,23
groan,4,4
others,52,104
guitars,1,3
memories,2,8
wildly,6,30
midst,5,30
lame,6,42
florences,2,16
impression,10,90
hill,13,130
appropriate,14,154
character,22,264
splendor,7,91
flirt,5,70
squash,1,15
discouraging,1,16
wreath,3,51
wavy,2,36
appeased,3,57
outlives,1,20
fervently,3,63
birthday,5,110
needle,5,115
betokens,1,24
bribes,1,25
mysterious,11,11
perpetual,5,10
experience,19,57
handful,3,12
suspense,3,15
assembled,4,24
deliberately,2,14
contraband,1,8
conscience,10,90
housewives,1,10
spinning,3,33
clouds,8,96
snuff,1,13
latticed,1,14
baden,4,60
englishman,2,32
thrilled,1,17
churning,1,18
trivial,1,1
penitent,9,18
wisely,7,21
hemlock,1,4
likewise,17,85
dares,1,6
helplessly,1,7
sweetfaced,1,8
duchesses,1,9
harp,2,20
illusion,3,33
roads,2,24
thats,85,85
readers,5,10
yellow,19,57
slough,2,8
already,18,90
fellows,16,96
frocks,1,7
throat,10,80
stopping,12,108
sounds,6,60
subdue,2,22
heavenly,8,96
critically,2,26
refrigerator,2,28
dashing,4,60
pelted,1,16
varying,1,17
landscapes,1,18
outdone,1,19
elle,1,20
fabers,1,1
presence,13,26
rescue,12,36
applause,4,16
ruined,2,10
settle,12,72
commy,2,14
crocker,8,64
sepulchral,1,9
jumbled,3,30
alive,7,77
demand,9,108
demonstration,2,26
cattle,2,28
fund,1,15
scissors,1,16
whos,1,17
pastime,2,36
withstood,1,19
havent,51,51
their,334,668
peace,27,81
simper,1,4
enemies,4,20
facing,1,6
ribbon,16,112
guessed,5,40
remorseful,3,27
trial,9,90
brooding,1,11
breathing,1,12
rainbow,1,13
endowed,1,14
knives,1,15
moire,1,16
kindling,1,17
covertly,1,18
puritanical,1,19
try,124,124
theater,5,10
sam,3,9
complacently,3,12
rousing,3,15
buyer,1,6
varied,2,14
crossbeam,1,8
attract,1,9
childrens,6,6
slippery,2,4
pride,35,105
horseback,1,4
badges,2,10
brow,5,30
receptacle,1,7
departure,5,40
forbearance,1,9
effervescence,1,10
intellectual,2,22
inches,1,12
chaperon,1,13
glorify,1,14
bundles,13,13
giggle,2,4
undertook,7,21
outgrew,1,4
control,7,35
benefit,6,36
hates,6,42
haunted,8,64
pairs,9,81
knocked,9,90
downcast,3,33
fancies,4,48
mate,3,39
newspaperman,1,14
liberties,3,45
parley,1,16
fictions,1,17
tingle,1,18
trespass,1,19
yander,1,20
mind,157,157
straight,28,56
bits,12,36
guitar,1,4
discontented,6,30
bookcases,1,6
harsh,2,14
pussies,2,16
bouncer,1,9
streaming,1,10
regularity,4,44
corinne,1,12
feathery,1,13
mine,53,53
leave,66,132
altogether,29,87
drill,2,8
stretch,4,20
gratefully,16,96
distracted,7,49
muffs,1,8
toast,6,54
interested,19,190
nimble,1,11
trading,1,12
composure,2,26
determined,4,56
treated,6,90
bargains,2,32
expressionless,1,17
willingly,2,36
mildly,2,38
plentiful,1,20
transition,1,21
investment,1,22
thanksgiving,1,23
trumpet,2,48
clover,1,25
pummeled,1,26
whisky,1,27
happy,172,172
lamp,7,14
advice,26,78
warmed,5,20
timidly,2,10
maids,10,60
passed,32,224
office,13,104
greek,3,27
consumed,1,10
tragedies,1,11
abed,2,24
runs,3,39
bust,1,14
omens,4,60
amicable,2,32
pillowed,1,17
standish,2,36
enveloped,3,57
spiritualism,1,20
unbelieving,1,21
select,2,44
pincushion,1,23
query,1,24
science,1,25
riot,1,26
jouvins,1,27
adoring,1,28
give,132,132
behave,11,22
strong,51,153
touching,18,72
suppose,32,160
made,293,1758
alas,6,42
snood,1,8
regard,10,90
completed,2,20
meaning,12,132
clasping,2,24
scolding,7,91
doorway,2,28
unsaddened,1,15
bold,6,96
browned,1,17
recklessly,1,18
mozart,1,19
shorten,1,20
fewer,1,21
sat,133,133
slippers,22,44
piece,12,36
eyebrows,12,48
way),1,5
brooms,3,18
reminder,2,14
energetic,9,72
sentimentlly,1,9
slapping,1,10
saving,4,44
greatly,3,36
counted,1,13
tudor,8,112
imitation,3,45
conviction,4,64
inhospitable,1,17
skelter,1,18
juvenile,2,38
seeking,1,20
bids,1,21
vessel,1,22
ballad,1,23
be,995,995
green,29,58
crash,3,9
sober,32,128
abroad,17,85
unusual,16,96
peopled,1,7
tombs,2,16
vacation,6,54
fan,8,80
sketched,3,33
victorious,2,24
schillers,2,26
scowled,1,14
husband,34,510
spices,1,16
invitingly,4,68
gale,2,36
philander,1,19
stealing,2,40
afforded,3,63
beguiled,1,22
presentable,1,23
eligible,2,48
celebrity,1,25
vehicles,1,26
showered,1,27
consuls,1,28
dusting,2,2
somehow,12,24
stormy,4,12
locks,3,12
feathers,5,25
advise,7,42
shed,27,189
cozily,1,8
attributed,1,9
gayly,2,20
dissatisfied,1,11
diversions,1,12
bereavement,1,13
brimmed,1,14
imploringly,3,45
defending,2,32
fourteen,2,34
disapproving,1,18
consult,3,57
twice,6,120
offend,2,42
bribed,2,44
setout,1,23
demd,1,24
spending,4,100
inflammable,2,52
toeing,1,27
monsieur,4,112
uncomplaining,1,29
chivalry,1,30
time,319,319
anyway,5,10
december,3,9
saw,143,572
busy,58,290
bravely,13,78
wonder,23,161
stable,2,16
workers,2,18
amiable,13,130
giggled,2,22
shorter,1,12
harrrow,1,13
cooling,2,28
seal,4,60
immediate,1,16
recollecting,1,17
discouragements,1,18
external,2,38
salts,1,20
childlike,1,21
passive,1,22
intently,1,23
wells,1,24
affectations,2,50
warmest,1,26
dod,1,27
round,89,89
pensive,11,22
cheek,18,54
meantime,7,28
nicely,12,60
lesser,1,6
declined,3,21
gardens,5,40
coddling,1,9
screamed,5,50
alcove,1,11
betty,1,12
camps,1,13
fitly,2,28
seam,1,15
difficult,5,80
talkers,1,17
hedges,1,18
abnegation,1,19
shapes,1,20
delayed,1,21
capabilities,1,22
say,275,275
far,56,112
curls,13,39
notion,3,12
golden,18,90
hasty,12,72
cette,1,7
learned,36,288
repulsive,2,18
spied,1,10
lid,6,66
rankled,2,24
phrase,1,13
confused,2,28
reception,6,90
maidenly,1,16
period,4,68
refinement,1,18
defiance,1,19
panic,3,60
faultless,1,21
roofs,1,22
nightgown,3,69
harshness,1,24
debate,1,25
figure,18,18
sketch,17,34
sixteen,6,18
cleared,11,44
gingerbread,8,40
smuggled,1,6
lie,14,98
dog,9,72
mouths,3,27
saddens,1,10
latch,1,11
scraped,1,12
epitaphs,1,13
equipages,1,14
sportive,1,15
spools,1,16
marmee,43,43
task,14,28
piano,26,78
collected,5,20
mein,2,10
festivals,2,12
fat,14,98
flushed,10,80
greet,4,36
lament,6,60
strawberries,4,44
desirable,4,48
candor,1,13
demi,47,658
sketchbook,3,45
indescribably,1,16
serenity,2,34
interred,1,18
climbing,1,19
mignons,1,20
well,404,404
streak,3,6
chaplain,1,3
stabbing,2,8
light,49,245
amazingly,5,30
virtues,9,63
salt,3,24
bedewed,2,18
department,2,20
fervor,1,11
obedience,3,36
coquetry,1,13
rewarded,2,28
limited,2,30
shun,1,16
pronouncing,1,17
monastery,1,18
storms,1,19
look,238,238
sleep,34,68
wants,13,39
alone,81,324
switzerland,6,30
italy,3,18
during,25,175
satisfy,12,96
twinkling,1,9
mats,2,20
perversity,3,33
dishcloths,2,24
chaps,1,13
salty,1,14
tatting,1,15
relevant,1,16
quizzing,1,17
repentant,3,54
emperors,1,19
succession,1,20
hobbledehoy,1,21
marchs,21,21
acquaintances,3,6
grumble,2,6
grounds,3,12
calamity,1,5
chord,2,12
daddy,1,7
fancied,19,152
extra,4,36
climax,2,20
cookery,1,11
ants,1,12
brine,1,13
teddy,62,868
rappahannock,1,15
harbor,1,16
sift,1,17
wherever,3,54
improper,3,57
answering,2,40
truckle,2,42
bedaubed,1,22
accurate,2,46
shouldst,1,24
gifted,5,5
along,32,64
chirped,3,9
greeting,3,12
seat,25,125
song,16,96
quantity,4,28
curly,13,104
exclamation,6,54
dismay,14,140
crimp,2,22
dawdled,1,12
rows,2,26
contributed,1,14
viola,4,60
finely,4,64
move,6,102
cheer,3,54
possible,20,380
pointed,7,140
bothered,2,42
shown,4,88
vex,2,46
spinsters,2,48
inevitability,1,25
wiggled,1,26
cocked,5,135
fishermen,1,28
pomonas,1,29
bring,41,41
unless,23,46
creeter,2,6
washed,1,4
packs,1,5
active,5,30
survey,2,14
installed,1,8
forgets,3,27
thermometer,1,10
ceremony,4,44
bryant,1,12
hash,2,26
wrongdoing,2,28
decapitated,1,15
canopies,1,16
flints,1,17
barricading,1,18
compassion,2,38
don,7,7
smell,5,10
thrashed,1,3
theirs,4,16
started,12,60
bustle,3,18
trials,7,49
protection,5,40
hinting,2,18
envelopes,1,10
holders,2,22
unselfish,4,48
inward,2,26
invisible,4,56
parian,1,15
confidences,3,48
affectedly,1,17
gotts,1,18
shut,43,43
reminded,6,12
staff,4,12
shrouded,2,8
dolls,13,65
forlorn,8,48
heartily,23,161
astonished,10,80
morals,3,27
corporal,1,10
clutched,1,11
evil,7,84
tinkling,1,13
hunts,1,14
ripe,3,45
lorded,1,16
loop,1,17
uphill,2,36
needlebook,1,19
unkindness,1,20
counter,1,21
apoplectic,1,22
rapidly,10,10
crammed,1,2
kingdom,5,15
support,12,48
distant,3,15
destitute,2,12
band:,1,7
slightest,3,24
bolt,1,9
embrace,5,50
text,1,11
threaded,1,12
mildness,1,13
lizards,1,14
effacious,1,15
strife,1,16
simile,1,17
spot,12,12
shows,6,12
doze,1,3
businessman,3,12
cluster,2,10
mignonette,1,6
raging,1,7
fared,1,8
unshelled,1,9
blued,1,10
sketches,5,55
norton,6,72
tightened,1,13
debonair,1,14
doubles,1,15
choicest,1,16
accumulate,1,17
drenching,1,18
yearly,1,19
children,99,99
gray,26,52
gone,79,237
shes,33,132
silver,16,80
doublet,1,6
carriages,3,21
lights,1,8
reassuring,1,9
dirt,4,40
land,9,99
culprit,2,24
attributes,2,26
ceremonious,1,14
bridge,4,60
rakishly,1,16
foreheads,1,17
coventrys,1,18
accuracy,1,19
gunpowder,3,60
gifs,1,21
kitchen,25,25
enchanted,1,2
gift,10,30
flirted,5,20
jumping,1,5
cock,2,12
unfolding,3,21
writes,4,32
lane,2,18
bracket,1,10
watchmans,1,11
consume,1,12
sanginary,1,13
skim,2,28
affectation,3,45
peaceful,9,9
covering,4,8
shaped,1,3
papered,1,4
skin,3,15
opposite,12,72
neglects,1,7
ribbons,9,72
kindled,4,36
strive,1,10
adjoining,1,11
cooked,2,24
lumpy,1,13
apologetically,2,28
signing,1,15
dignified,8,128
shrine,4,68
writer,2,36
muddy,4,76
acceptance,1,20
trained,1,21
tact,5,5
spiders,4,8
dolly,1,3
aint,11,44
instantly,3,15
declared,15,90
despondency,2,14
nuts,3,24
clearer,3,27
expectant,2,20
slighted,1,11
toed,1,12
bucket,1,13
anticipations,3,42
hieroglyphics,1,15
delicacy,1,16
pills,1,17
underneath,2,36
abuse,1,19
irritable,2,40
turtledove,1,21
humdrum,1,22
congratulation,1,23
unsolved,1,24
by,611,611
forget,48,96
tenderly,26,78
necessity,2,8
scrapes,5,25
wrench,1,6
skip,2,14
violent,5,40
extremely,2,18
braided,2,20
lit,1,11
impatience,3,36
worldlings,1,13
square,2,28
nectar,2,30
furbelows,2,32
sweetly,4,68
limps,1,18
includes,1,19
emboldened,1,20
memorials,1,21
beatified,1,22
sodden,1,23
presently,28,28
hanging,6,12
decide,7,21
remain,5,20
amazed,7,35
seasons,1,6
hints,5,35
read:,1,8
beams,2,18
mashed,1,10
constantine,1,11
card,4,48
reproach,6,78
alarmed,5,70
prayers,8,120
submission,2,32
saucepan,1,17
invested,1,18
feeding,3,57
showy,1,20
iron,1,21
balzacs,1,22
injured,14,14
care,125,250
cost,15,45
chanted,1,4
private,21,105
curtained,3,18
bleak,1,7
glimpse,3,24
sons,2,18
motionless,3,30
conducted,2,22
eclipse,2,24
acorn,1,13
monthly,1,14
repressed,1,15
smokiest,1,16
disappoint,4,68
chauvain,1,18
involuntary,2,38
beste,1,20
sere,1,21
same,36,36
racket,3,6
dismal,11,33
display,6,24
halls,1,5
attitude,12,72
gliding,2,14
column,2,16
languished,1,9
lightened,2,20
quizzical,3,33
doy,1,12
contradictions,1,13
rapturously,1,14
sound,29,29
frock,5,10
folks,14,42
maddening,1,4
cultivated,3,15
material,4,24
chattering,1,7
desperate,7,56
stifled,2,18
abandon,2,20
protestations,1,11
beguile,1,12
grandchildren,1,13
ive,148,148
appeared,48,96
bouquets,9,27
history,6,24
rag,7,35
triumphant,1,6
paid,13,91
modest,9,72
constant,5,45
butchers,2,20
larking,1,11
extending,1,12
ashore,1,13
pure,3,42
grocer,1,15
tyrannized,3,48
tempt,2,34
calmly,3,54
mirrors,1,19
penance,1,20
disquietude,1,21
waiting,29,29
retire,1,2
suspect,7,21
lately,10,40
delicate,7,35
sustain,4,24
match,11,77
filagree,1,8
fanning,1,9
animated,2,20
turtledoves,3,33
luxuries,1,12
willows,1,13
persuaded,3,42
remained,11,165
dismissed,1,16
basin,1,17
indescribable,5,90
stolen,1,19
extravagant,1,20
beery,1,21
vienna,1,22
theyve,1,23
outwits,1,24
benevolently,1,25
woman,71,71
minion,2,4
chronic,1,3
parkss,1,4
disgraced,5,25
snowball,3,18
denouncing,1,7
demoiselles,2,16
steady,7,63
uplift,2,20
caterpillars,1,11
devise,2,24
withdraw,1,13
reasonable,4,56
woolen,1,15
details,1,16
increase,4,68
mistook,2,36
livelier,1,19
weeds,1,20
beethoven,1,21
sigh,26,26
fro,17,34
might,115,345
place,99,396
gently,14,70
plates,4,24
earthquake,4,28
blowzy,1,8
oars,3,27
unprofitable,1,10
india,3,33
judge,1,12
cottage,1,13
diligently,2,28
increasing,3,45
warmth,7,112
spiritualistic,1,17
force,4,72
straightforward,2,38
noahs,1,20
blond,1,21
rashly,2,44
sandwich,1,23
clutches,1,24
reason,16,16
appearance,9,18
tasting,2,6
changed,19,76
ankles,2,10
depths,2,12
relinquish,2,14
recommend,1,8
napkins,1,9
overflowing,2,20
exulting,1,11
tour,5,60
drizzled,1,13
charmingly,2,28
wrestled,2,30
mauds,1,16
briny,1,17
tina,15,270
commons,1,19
pattering,2,40
bluer,1,21
frost,1,22
always,188,188
easily,13,26
toads,2,6
less,19,76
